ISO3,CTSCode,Year,Measurements
UGA,ECCS,1978,0.159
ARE,ECCS,1978,0.102
GBR,ECCS,1978,0.066
USA,ECCS,1978,0.018
VIR,ECCS,1978,0.396
URY,ECCS,1978,0.074
VUT,ECCS,1978,0.015
VEN,ECCS,1978,0.231
VNM,ECCS,1978,0.011
WLF,ECCS,1978,-0.042
PSE,ECCS,1978,-0.104
ESH,ECCS,1978,0.362
YEM,ECCS,1978,0.141
ZMB,ECCS,1978,0.049
ZWE,ECCS,1978,-0.004
AFG,ECCS,1979,0.335
ALB,ECCS,1979,0.196
DZA,ECCS,1979,0.691
ASM,ECCS,1979,0.372
AND,ECCS,1979,0.048
AGO,ECCS,1979,0.284
AIA,ECCS,1979,0.24
ATG,ECCS,1979,0.313
ARG,ECCS,1979,0.178
AUS,ECCS,1979,0.363
AUT,ECCS,1979,-0.117
BHS,ECCS,1979,0.231
BHR,ECCS,1979,0.905
BGD,ECCS,1979,0.504
BRB,ECCS,1979,0.051
BLZ,ECCS,1979,0.549
BEN,ECCS,1979,0.556
BTN,ECCS,1979,0.384
BOL,ECCS,1979,0.295
BWA,ECCS,1979,0.558
BRA,ECCS,1979,-0.02
VGB,ECCS,1979,0.168
BRN,ECCS,1979,0.169
BGR,ECCS,1979,0.154
BFA,ECCS,1979,0.434
CPV,ECCS,1979,0.642
KHM,ECCS,1979,0.392
CMR,ECCS,1979,0.405
CAN,ECCS,1979,-0.215
CYM,ECCS,1979,0.128
CAF,ECCS,1979,0.423
TCD,ECCS,1979,0.498
CHL,ECCS,1979,0.181
HKG,ECCS,1979,0.025
MAC,ECCS,1979,0.025
CHN,ECCS,1979,0.299
COL,ECCS,1979,0.212
COM,ECCS,1979,0.11
COD,ECCS,1979,0.407
COG,ECCS,1979,0.417
COK,ECCS,1979,0.33
CRI,ECCS,1979,0.195
CUB,ECCS,1979,0.342
CYP,ECCS,1979,0.593
DNK,ECCS,1979,-1.186
DJI,ECCS,1979,0.031
DMA,ECCS,1979,0.31
DOM,ECCS,1979,0.236
ECU,ECCS,1979,0.293
EGY,ECCS,1979,0.583
SLV,ECCS,1979,0.572
GNQ,ECCS,1979,0.364
SWZ,ECCS,1979,0.275
FLK,ECCS,1979,0.644
FRO,ECCS,1979,-0.878
FJI,ECCS,1979,0.058
FIN,ECCS,1979,-0.766
FRA,ECCS,1979,-0.191
PYF,ECCS,1979,0.145
GAB,ECCS,1979,0.396
GMB,ECCS,1979,0.649
DEU,ECCS,1979,-0.64
GHA,ECCS,1979,0.613
GIB,ECCS,1979,0.367
GRC,ECCS,1979,0.185
GRL,ECCS,1979,0.664
GRD,ECCS,1979,0.29
GLP,ECCS,1979,0.276
GTM,ECCS,1979,0.439
GUF,ECCS,1979,0.3
GIN,ECCS,1979,0.519
GNB,ECCS,1979,0.516
GUY,ECCS,1979,0.341
HTI,ECCS,1979,0.138
VAT,ECCS,1979,0.046
HND,ECCS,1979,0.411
HUN,ECCS,1979,0.05
ISL,ECCS,1979,-1.32
IND,ECCS,1979,0.289
IDN,ECCS,1979,0.182
IRN,ECCS,1979,0.691
IRQ,ECCS,1979,1.204
IRL,ECCS,1979,-0.701
IMN,ECCS,1979,-0.786
ISR,ECCS,1979,0.587
ITA,ECCS,1979,0.008
JPN,ECCS,1979,0.463
JOR,ECCS,1979,0.731
KEN,ECCS,1979,0.065
KIR,ECCS,1979,0.144
PRK,ECCS,1979,0.646
KOR,ECCS,1979,0.612
KWT,ECCS,1979,1.28
LAO,ECCS,1979,0.42
LBN,ECCS,1979,0.667
LSO,ECCS,1979,0.341
LBR,ECCS,1979,0.493
LBY,ECCS,1979,0.179
LIE,ECCS,1979,-0.08
MDG,ECCS,1979,0.225
MWI,ECCS,1979,0.107
MYS,ECCS,1979,0.264
MDV,ECCS,1979,0.074
MLI,ECCS,1979,0.659
MLT,ECCS,1979,0.117
MTQ,ECCS,1979,0.255
MRT,ECCS,1979,0.877
MUS,ECCS,1979,0.143
MYT,ECCS,1979,0.181
MEX,ECCS,1979,-0.043
MCO,ECCS,1979,-0.015
MNG,ECCS,1979,0.966
MSR,ECCS,1979,0.313
MAR,ECCS,1979,0.466
MOZ,ECCS,1979,0.114
MMR,ECCS,1979,0.494
NRU,ECCS,1979,0.037
NPL,ECCS,1979,0.331
NLD,ECCS,1979,-0.902
NCL,ECCS,1979,-0.041
NZL,ECCS,1979,0.318
NIC,ECCS,1979,0.255
NER,ECCS,1979,0.666
NGA,ECCS,1979,0.561
NIU,ECCS,1979,0.355
NFK,ECCS,1979,0.015
NOR,ECCS,1979,-1.069
OMN,ECCS,1979,0.117
PAK,ECCS,1979,-0.149
PAN,ECCS,1979,0.24
PNG,ECCS,1979,0.088
PRY,ECCS,1979,0.18
PER,ECCS,1979,0.254
PHL,ECCS,1979,0.371
PCN,ECCS,1979,-0.397
POL,ECCS,1979,-0.77
PRT,ECCS,1979,0.125
PRI,ECCS,1979,0.182
QAT,ECCS,1979,0.918
ROU,ECCS,1979,0.154
SPM,ECCS,1979,0.495
WSM,ECCS,1979,0.183
SMR,ECCS,1979,-0.003
STP,ECCS,1979,0.408
SAU,ECCS,1979,0.901
SEN,ECCS,1979,0.819
SYC,ECCS,1979,0.197
SLE,ECCS,1979,0.489
SGP,ECCS,1979,-0.064
SLB,ECCS,1979,0.211
SOM,ECCS,1979,-0.007
ZAF,ECCS,1979,0.32
ESP,ECCS,1979,0.248
LKA,ECCS,1979,0.279
KNA,ECCS,1979,0.313
LCA,ECCS,1979,0.224
VCT,ECCS,1979,0.292
SUR,ECCS,1979,0.255
SJM,ECCS,1979,-1.118
SWE,ECCS,1979,-1.095
CHE,ECCS,1979,-0.06
SYR,ECCS,1979,0.903
TWN,ECCS,1979,0.015
TZA,ECCS,1979,-0.148
THA,ECCS,1979,0.536
TLS,ECCS,1979,0.27
TGO,ECCS,1979,0.54
TKL,ECCS,1979,0.621
TON,ECCS,1979,0.247
TTO,ECCS,1979,0.237
TUN,ECCS,1979,0.458
TCA,ECCS,1979,0.187
TUV,ECCS,1979,0.229
UGA,ECCS,1979,0.374
ARE,ECCS,1979,0.487
GBR,ECCS,1979,-0.783
USA,ECCS,1979,-0.328
VIR,ECCS,1979,0.169
URY,ECCS,1979,0.111
VUT,ECCS,1979,-0.022
VEN,ECCS,1979,0.335
VNM,ECCS,1979,0.309
WLF,ECCS,1979,0.117
PSE,ECCS,1979,0.581
ESH,ECCS,1979,0.517
YEM,ECCS,1979,0.407
ZMB,ECCS,1979,0.206
ZWE,ECCS,1979,0.202
AFG,ECCS,1980,0.585
ALB,ECCS,1980,-0.418
DZA,ECCS,1980,0.244
ASM,ECCS,1980,0.362
AND,ECCS,1980,-0.203
AGO,ECCS,1980,0.273
AIA,ECCS,1980,0.734
ATG,ECCS,1980,0.739
ARG,ECCS,1980,0.282
ABW,ECCS,1980,0.682
AUS,ECCS,1980,0.871
AUT,ECCS,1980,-0.273
BHS,ECCS,1980,0.339
BHR,ECCS,1980,0.404
BGD,ECCS,1980,0.149
BRB,ECCS,1980,0.535
BLZ,ECCS,1980,0.65
BEN,ECCS,1980,0.475
BTN,ECCS,1980,0.061
BOL,ECCS,1980,0.264
BWA,ECCS,1980,-0.012
BRA,ECCS,1980,0.282
VGB,ECCS,1980,0.729
BRN,ECCS,1980,0.133
BGR,ECCS,1980,-0.462
BFA,ECCS,1980,0.789
CPV,ECCS,1980,0.678
KHM,ECCS,1980,0.317
CMR,ECCS,1980,0.358
CAN,ECCS,1980,0.925
CYM,ECCS,1980,0.488
CAF,ECCS,1980,0.449
TCD,ECCS,1980,0.393
CHL,ECCS,1980,0.259
HKG,ECCS,1980,0.259
MAC,ECCS,1980,0.259
CHN,ECCS,1980,0.254
COL,ECCS,1980,0.483
COM,ECCS,1980,0.15
COD,ECCS,1980,0.287
COG,ECCS,1980,0.304
COK,ECCS,1980,0.448
CRI,ECCS,1980,0.472
CUB,ECCS,1980,0.466
CYP,ECCS,1980,-0.308
DNK,ECCS,1980,-0.436
DJI,ECCS,1980,0.838
DMA,ECCS,1980,0.735
DOM,ECCS,1980,0.763
ECU,ECCS,1980,0.3
EGY,ECCS,1980,-0.096
SLV,ECCS,1980,0.572
GNQ,ECCS,1980,0.319
SWZ,ECCS,1980,-0.086
FLK,ECCS,1980,0.186
FRO,ECCS,1980,0.024
FJI,ECCS,1980,0.065
FIN,ECCS,1980,-0.392
FRA,ECCS,1980,-0.222
PYF,ECCS,1980,0.271
GAB,ECCS,1980,0.323
GMB,ECCS,1980,0.844
DEU,ECCS,1980,-0.186
GHA,ECCS,1980,0.502
GIB,ECCS,1980,0.272
GRC,ECCS,1980,-0.375
GRL,ECCS,1980,1.062
GRD,ECCS,1980,0.318
GLP,ECCS,1980,0.735
GTM,ECCS,1980,0.578
GUF,ECCS,1980,0.397
GIN,ECCS,1980,0.677
GNB,ECCS,1980,0.68
GUY,ECCS,1980,0.38
HTI,ECCS,1980,0.6
VAT,ECCS,1980,-0.596
HND,ECCS,1980,0.472
HUN,ECCS,1980,-0.617
ISL,ECCS,1980,0.323
IND,ECCS,1980,0.388
IDN,ECCS,1980,0.188
IRN,ECCS,1980,0.472
IRQ,ECCS,1980,-0.01
IRL,ECCS,1980,-0.073
IMN,ECCS,1980,-0.042
ISR,ECCS,1980,-0.222
ITA,ECCS,1980,-0.432
JAM,ECCS,1980,0.667
JPN,ECCS,1980,-0.205
JOR,ECCS,1980,-0.144
KEN,ECCS,1980,0.668
KIR,ECCS,1980,0.189
PRK,ECCS,1980,0.01
KOR,ECCS,1980,-0.445
KWT,ECCS,1980,0.42
LAO,ECCS,1980,0.404
LBN,ECCS,1980,-0.254
LSO,ECCS,1980,0.214
LBR,ECCS,1980,0.364
LBY,ECCS,1980,-0.076
LIE,ECCS,1980,-0.155
MDG,ECCS,1980,0.278
MWI,ECCS,1980,0.246
MYS,ECCS,1980,0.137
MDV,ECCS,1980,0.174
MLI,ECCS,1980,0.972
MLT,ECCS,1980,-0.411
MTQ,ECCS,1980,0.714
MRT,ECCS,1980,0.784
MUS,ECCS,1980,0.184
MYT,ECCS,1980,0.31
MEX,ECCS,1980,0.4
MCO,ECCS,1980,-0.348
MNG,ECCS,1980,0.5
MSR,ECCS,1980,0.739
MAR,ECCS,1980,0.55
MOZ,ECCS,1980,0.088
MMR,ECCS,1980,0.267
NRU,ECCS,1980,-0.165
NPL,ECCS,1980,0.18
NLD,ECCS,1980,0.011
NCL,ECCS,1980,0.166
NZL,ECCS,1980,0.009
NIC,ECCS,1980,0.447
NER,ECCS,1980,0.459
NGA,ECCS,1980,0.4
NIU,ECCS,1980,0.279
NFK,ECCS,1980,-0.032
NOR,ECCS,1980,-0.311
OMN,ECCS,1980,-0.032
PAK,ECCS,1980,0.336
PAN,ECCS,1980,0.49
PNG,ECCS,1980,0.104
PRY,ECCS,1980,0.234
PER,ECCS,1980,0.373
PHL,ECCS,1980,0.175
PCN,ECCS,1980,-0.057
POL,ECCS,1980,-0.753
PRT,ECCS,1980,0.235
PRI,ECCS,1980,0.719
QAT,ECCS,1980,0.567
ROU,ECCS,1980,-0.64
SPM,ECCS,1980,-0.175
WSM,ECCS,1980,0.237
SMR,ECCS,1980,-0.459
STP,ECCS,1980,0.287
SAU,ECCS,1980,0.043
SEN,ECCS,1980,0.957
SYC,ECCS,1980,0.229
SLE,ECCS,1980,0.359
SGP,ECCS,1980,0.105
SLB,ECCS,1980,0.143
SOM,ECCS,1980,0.812
ZAF,ECCS,1980,0.236
ESP,ECCS,1980,0.15
LKA,ECCS,1980,0.355
KNA,ECCS,1980,0.739
LCA,ECCS,1980,0.531
VCT,ECCS,1980,0.32
SUR,ECCS,1980,0.352
SJM,ECCS,1980,-0.12
SWE,ECCS,1980,-0.574
CHE,ECCS,1980,-0.189
SYR,ECCS,1980,-0.191
TWN,ECCS,1980,0.261
TZA,ECCS,1980,0.399
THA,ECCS,1980,0.448
TLS,ECCS,1980,0.333
TGO,ECCS,1980,0.545
TKL,ECCS,1980,0.419
TON,ECCS,1980,0.212
TTO,ECCS,1980,0.26
TUN,ECCS,1980,-0.166
TCA,ECCS,1980,0.391
TUV,ECCS,1980,0.271
UGA,ECCS,1980,0.728
ARE,ECCS,1980,0.457
GBR,ECCS,1980,-0.024
USA,ECCS,1980,0.413
VIR,ECCS,1980,0.727
URY,ECCS,1980,0.539
VUT,ECCS,1980,-0.011
VEN,ECCS,1980,0.517
VNM,ECCS,1980,0.26
WLF,ECCS,1980,0.091
PSE,ECCS,1980,-0.227
ESH,ECCS,1980,0.411
YEM,ECCS,1980,0.737
ZMB,ECCS,1980,0.128
ZWE,ECCS,1980,-0.007
AFG,ECCS,1981,0.479
ALB,ECCS,1981,-0.351
DZA,ECCS,1981,0.218
ASM,ECCS,1981,0.19
AND,ECCS,1981,0.165
AGO,ECCS,1981,-0.001
AIA,ECCS,1981,0.698
ATG,ECCS,1981,0.674
ARG,ECCS,1981,0.285
ABW,ECCS,1981,0.438
AUS,ECCS,1981,0.472
AUT,ECCS,1981,0.272
BHS,ECCS,1981,-0.201
BHR,ECCS,1981,0.461
BGD,ECCS,1981,-0.134
BRB,ECCS,1981,0.337
BLZ,ECCS,1981,0.161
BEN,ECCS,1981,0.26
BTN,ECCS,1981,0.205
BOL,ECCS,1981,0.225
BWA,ECCS,1981,-0.394
BRA,ECCS,1981,0.158
VGB,ECCS,1981,0.721
BRN,ECCS,1981,0.074
BGR,ECCS,1981,-0.056
BFA,ECCS,1981,0.27
CPV,ECCS,1981,0.511
KHM,ECCS,1981,0.256
CMR,ECCS,1981,0.04
CAN,ECCS,1981,1.563
CYM,ECCS,1981,-0.094
CAF,ECCS,1981,-0.064
TCD,ECCS,1981,0.125
CHL,ECCS,1981,0.263
HKG,ECCS,1981,0.386
MAC,ECCS,1981,0.386
CHN,ECCS,1981,0.222
COL,ECCS,1981,0.184
COM,ECCS,1981,0.035
COD,ECCS,1981,0.12
COG,ECCS,1981,-0.149
COK,ECCS,1981,0.271
CRI,ECCS,1981,0.193
CUB,ECCS,1981,-0.029
CYP,ECCS,1981,0.073
DNK,ECCS,1981,0.304
DJI,ECCS,1981,0.155
DMA,ECCS,1981,0.675
DOM,ECCS,1981,0.596
ECU,ECCS,1981,-0.176
EGY,ECCS,1981,-0.267
SLV,ECCS,1981,0.194
GNQ,ECCS,1981,0.105
SWZ,ECCS,1981,-0.382
FLK,ECCS,1981,0.186
FRO,ECCS,1981,-0.39
FJI,ECCS,1981,0.038
FIN,ECCS,1981,-0.25
FRA,ECCS,1981,0.092
PYF,ECCS,1981,0.146
GAB,ECCS,1981,-0.101
GMB,ECCS,1981,0.641
DEU,ECCS,1981,0.297
GHA,ECCS,1981,0.241
GIB,ECCS,1981,0.317
GRC,ECCS,1981,-0.188
GRL,ECCS,1981,-0.288
GRD,ECCS,1981,0.334
GLP,ECCS,1981,0.686
GTM,ECCS,1981,0.133
GUF,ECCS,1981,0.406
GIN,ECCS,1981,0.374
GNB,ECCS,1981,0.486
GUY,ECCS,1981,0.291
HTI,ECCS,1981,0.679
VAT,ECCS,1981,-0.522
HND,ECCS,1981,0.18
HUN,ECCS,1981,0.147
ISL,ECCS,1981,-0.98
IND,ECCS,1981,0.059
IDN,ECCS,1981,0.127
IRN,ECCS,1981,0.673
IRQ,ECCS,1981,0.242
IRL,ECCS,1981,0.36
IMN,ECCS,1981,0.28
ISR,ECCS,1981,-0.241
ITA,ECCS,1981,-0.294
JAM,ECCS,1981,0.743
JPN,ECCS,1981,-0.633
JOR,ECCS,1981,-0.198
KEN,ECCS,1981,0.274
KIR,ECCS,1981,0.252
PRK,ECCS,1981,-0.587
KOR,ECCS,1981,-0.739
KWT,ECCS,1981,0.331
LAO,ECCS,1981,0.37
LBN,ECCS,1981,-0.014
LSO,ECCS,1981,-0.239
LBR,ECCS,1981,0.102
LBY,ECCS,1981,-0.024
LIE,ECCS,1981,0.051
MDG,ECCS,1981,0.062
MWI,ECCS,1981,-0.179
MYS,ECCS,1981,0.097
MDV,ECCS,1981,0.071
MLI,ECCS,1981,0.391
MLT,ECCS,1981,-0.269
MTQ,ECCS,1981,0.607
MRT,ECCS,1981,0.754
MUS,ECCS,1981,0.053
MYT,ECCS,1981,0.175
MEX,ECCS,1981,0.176
MCO,ECCS,1981,-0.073
MNG,ECCS,1981,0.234
MSR,ECCS,1981,0.674
MAR,ECCS,1981,0.449
MOZ,ECCS,1981,-0.198
MMR,ECCS,1981,0.26
NRU,ECCS,1981,-0.04
NPL,ECCS,1981,0.004
NLD,ECCS,1981,0.337
NCL,ECCS,1981,0.145
NZL,ECCS,1981,0.429
NIC,ECCS,1981,0.277
NER,ECCS,1981,-0.029
NGA,ECCS,1981,0.201
NIU,ECCS,1981,0.08
NFK,ECCS,1981,0.195
NOR,ECCS,1981,-0.491
OMN,ECCS,1981,0.304
PAK,ECCS,1981,0.204
PAN,ECCS,1981,0.303
PNG,ECCS,1981,0.186
PRY,ECCS,1981,0.477
PER,ECCS,1981,0.06
PHL,ECCS,1981,0.278
PCN,ECCS,1981,0.005
POL,ECCS,1981,0.444
PRT,ECCS,1981,0.512
PRI,ECCS,1981,0.69
QAT,ECCS,1981,0.615
ROU,ECCS,1981,0.042
SPM,ECCS,1981,1.034
WSM,ECCS,1981,0.035
SMR,ECCS,1981,-0.343
STP,ECCS,1981,0.205
SAU,ECCS,1981,0.059
SEN,ECCS,1981,0.773
SYC,ECCS,1981,0.133
SLE,ECCS,1981,0.194
SLB,ECCS,1981,0.432
SOM,ECCS,1981,0.128
ZAF,ECCS,1981,-0.345
ESP,ECCS,1981,0.317
LKA,ECCS,1981,0.104
KNA,ECCS,1981,0.674
LCA,ECCS,1981,0.445
VCT,ECCS,1981,0.336
SUR,ECCS,1981,0.386
SJM,ECCS,1981,-1.067
SWE,ECCS,1981,-0.233
CHE,ECCS,1981,-0.009
SYR,ECCS,1981,0.133
TWN,ECCS,1981,-0.028
TZA,ECCS,1981,0.315
THA,ECCS,1981,0.251
TLS,ECCS,1981,0.679
TGO,ECCS,1981,0.279
TKL,ECCS,1981,0.358
TON,ECCS,1981,0.141
TTO,ECCS,1981,0.277
TUN,ECCS,1981,0.107
TUV,ECCS,1981,0.128
UGA,ECCS,1981,0.556
ARE,ECCS,1981,0.33
GBR,ECCS,1981,0.171
USA,ECCS,1981,0.873
VIR,ECCS,1981,0.719
URY,ECCS,1981,0.478
VUT,ECCS,1981,-0.039
VEN,ECCS,1981,0.353
VNM,ECCS,1981,0.378
WLF,ECCS,1981,0.051
PSE,ECCS,1981,-0.245
ESH,ECCS,1981,0.554
YEM,ECCS,1981,-0.053
ZMB,ECCS,1981,-0.146
ZWE,ECCS,1981,-0.364
AFG,ECCS,1982,-0.356
ALB,ECCS,1982,0.174
DZA,ECCS,1982,0.396
ASM,ECCS,1982,0.289
AND,ECCS,1982,1.04
AGO,ECCS,1982,0.214
AIA,ECCS,1982,0.286
ATG,ECCS,1982,0.265
ARG,ECCS,1982,0.272
ABW,ECCS,1982,0.387
AUS,ECCS,1982,0.166
AUT,ECCS,1982,0.382
BHS,ECCS,1982,0.447
BHR,ECCS,1982,-0.109
BGD,ECCS,1982,0.014
BRB,ECCS,1982,0.206
BLZ,ECCS,1982,0.778
BEN,ECCS,1982,0.305
BTN,ECCS,1982,-0.098
BOL,ECCS,1982,0.308
BWA,ECCS,1982,0.331
BRA,ECCS,1982,0.259
VGB,ECCS,1982,0.306
BRN,ECCS,1982,0.064
BGR,ECCS,1982,-0.146
BFA,ECCS,1982,0.172
BDI,ECCS,1982,0.457
CPV,ECCS,1982,0.753
KHM,ECCS,1982,0.045
CMR,ECCS,1982,0.019
CAN,ECCS,1982,-0.66
CYM,ECCS,1982,0.459
CAF,ECCS,1982,0.121
TCD,ECCS,1982,0.365
CHL,ECCS,1982,0.26
HKG,ECCS,1982,0.071
MAC,ECCS,1982,0.071
CHN,ECCS,1982,0.384
COL,ECCS,1982,0.251
COM,ECCS,1982,0.478
COD,ECCS,1982,0.146
COG,ECCS,1982,-0.161
COK,ECCS,1982,0.242
CRI,ECCS,1982,0.535
CUB,ECCS,1982,0.548
CYP,ECCS,1982,-0.341
DNK,ECCS,1982,0.005
DJI,ECCS,1982,0.242
DMA,ECCS,1982,0.267
DOM,ECCS,1982,0.324
ECU,ECCS,1982,0.34
EGY,ECCS,1982,-0.379
SLV,ECCS,1982,0.506
GNQ,ECCS,1982,-0.089
SWZ,ECCS,1982,0.262
FRO,ECCS,1982,0.185
FJI,ECCS,1982,0.033
FIN,ECCS,1982,-0.165
FRA,ECCS,1982,0.805
PYF,ECCS,1982,0.327
GAB,ECCS,1982,-0.33
GMB,ECCS,1982,0.378
DEU,ECCS,1982,0.439
GHA,ECCS,1982,0.219
GIB,ECCS,1982,0.432
GRC,ECCS,1982,-0.245
GRL,ECCS,1982,-0.617
GRD,ECCS,1982,0.124
GLP,ECCS,1982,0.276
GTM,ECCS,1982,0.593
GUF,ECCS,1982,0.345
GIN,ECCS,1982,0.264
GNB,ECCS,1982,0.369
GUY,ECCS,1982,0.306
HTI,ECCS,1982,0.468
VAT,ECCS,1982,0.525
HND,ECCS,1982,0.526
HUN,ECCS,1982,0.105
ISL,ECCS,1982,-0.334
IND,ECCS,1982,-0.021
IDN,ECCS,1982,-0.074
IRN,ECCS,1982,-0.138
IRQ,ECCS,1982,-0.414
IRL,ECCS,1982,0.136
IMN,ECCS,1982,0.063
ISR,ECCS,1982,-0.593
ITA,ECCS,1982,0.491
JAM,ECCS,1982,0.419
JPN,ECCS,1982,-0.042
JOR,ECCS,1982,-0.733
KEN,ECCS,1982,0.316
KIR,ECCS,1982,0.22
PRK,ECCS,1982,0.913
KOR,ECCS,1982,0.448
KWT,ECCS,1982,-0.223
LAO,ECCS,1982,0.1
LBN,ECCS,1982,-0.528
LSO,ECCS,1982,0.317
LBR,ECCS,1982,0.184
LBY,ECCS,1982,0.116
LIE,ECCS,1982,0.553
MDG,ECCS,1982,0.237
MWI,ECCS,1982,-0.045
MYS,ECCS,1982,0.064
MDV,ECCS,1982,0.255
MLI,ECCS,1982,0.276
MLT,ECCS,1982,0.692
MTQ,ECCS,1982,0.249
MRT,ECCS,1982,0.417
MUS,ECCS,1982,0.222
MYT,ECCS,1982,0.497
MEX,ECCS,1982,0.576
MCO,ECCS,1982,0.539
MNG,ECCS,1982,1.159
MSR,ECCS,1982,0.265
MAR,ECCS,1982,0.435
MOZ,ECCS,1982,-0.028
MMR,ECCS,1982,0.037
NRU,ECCS,1982,-0.412
NPL,ECCS,1982,-0.063
NLD,ECCS,1982,0.467
NCL,ECCS,1982,0.043
NZL,ECCS,1982,-0.061
NIC,ECCS,1982,0.475
NER,ECCS,1982,0.312
NGA,ECCS,1982,0.38
NIU,ECCS,1982,0.291
NFK,ECCS,1982,-0.042
NOR,ECCS,1982,-0.05
OMN,ECCS,1982,-0.565
PAK,ECCS,1982,-0.461
PAN,ECCS,1982,0.424
PNG,ECCS,1982,-0.189
PRY,ECCS,1982,0.435
PER,ECCS,1982,0.172
PHL,ECCS,1982,0.178
PCN,ECCS,1982,0.101
POL,ECCS,1982,0.331
PRT,ECCS,1982,0.517
PRI,ECCS,1982,0.294
QAT,ECCS,1982,-0.205
ROU,ECCS,1982,-0.061
RWA,ECCS,1982,0.457
SPM,ECCS,1982,-0.439
WSM,ECCS,1982,0.227
SMR,ECCS,1982,0.389
STP,ECCS,1982,-0.017
SAU,ECCS,1982,-0.434
SEN,ECCS,1982,0.355
SYC,ECCS,1982,0.343
SLE,ECCS,1982,0.265
SLB,ECCS,1982,-0.11
SOM,ECCS,1982,0.425
ZAF,ECCS,1982,0.201
ESP,ECCS,1982,0.683
LKA,ECCS,1982,0.102
KNA,ECCS,1982,0.265
LCA,ECCS,1982,0.19
VCT,ECCS,1982,0.127
SUR,ECCS,1982,0.391
SJM,ECCS,1982,-0.657
SWE,ECCS,1982,-0.138
CHE,ECCS,1982,0.583
SYR,ECCS,1982,-0.55
TWN,ECCS,1982,-0.103
TZA,ECCS,1982,0.346
THA,ECCS,1982,0.076
TLS,ECCS,1982,-0.479
TGO,ECCS,1982,0.29
TKL,ECCS,1982,0.399
TON,ECCS,1982,0.185
TTO,ECCS,1982,0.051
TUN,ECCS,1982,0.837
TUV,ECCS,1982,0.005
UGA,ECCS,1982,0.471
ARE,ECCS,1982,-0.474
GBR,ECCS,1982,0.112
USA,ECCS,1982,-0.346
VIR,ECCS,1982,0.304
URY,ECCS,1982,0.55
VUT,ECCS,1982,-0.111
VEN,ECCS,1982,0.197
VNM,ECCS,1982,0.089
WLF,ECCS,1982,-0.046
PSE,ECCS,1982,-0.591
ESH,ECCS,1982,0.334
YEM,ECCS,1982,-0.108
ZMB,ECCS,1982,0.292
ZWE,ECCS,1982,0.13
AFG,ECCS,1983,0.147
ALB,ECCS,1983,-0.12
DZA,ECCS,1983,0.545
ASM,ECCS,1983,0.322
AND,ECCS,1983,0.837
AGO,ECCS,1983,0.567
AIA,ECCS,1983,0.643
ATG,ECCS,1983,0.715
ARG,ECCS,1983,-0.032
ABW,ECCS,1983,0.719
AUS,ECCS,1983,0.609
AUT,ECCS,1983,1.06
BHS,ECCS,1983,0.137
BHR,ECCS,1983,-0.871
BGD,ECCS,1983,-0.041
BRB,ECCS,1983,0.332
BLZ,ECCS,1983,0.938
BEN,ECCS,1983,0.632
BTN,ECCS,1983,-0.227
BOL,ECCS,1983,0.458
BWA,ECCS,1983,1.01
BRA,ECCS,1983,0.467
VGB,ECCS,1983,0.571
BRN,ECCS,1983,0.497
BGR,ECCS,1983,0.38
BFA,ECCS,1983,0.715
BDI,ECCS,1983,0.705
CPV,ECCS,1983,0.754
KHM,ECCS,1983,0.417
CMR,ECCS,1983,0.156
CAN,ECCS,1983,0.511
CYM,ECCS,1983,0.227
CAF,ECCS,1983,0.336
TCD,ECCS,1983,0.051
CHL,ECCS,1983,0.422
HKG,ECCS,1983,-0.18
MAC,ECCS,1983,-0.18
CHN,ECCS,1983,0.124
COL,ECCS,1983,0.684
COM,ECCS,1983,0.299
COD,ECCS,1983,0.52
COG,ECCS,1983,0.329
COK,ECCS,1983,0.451
CRI,ECCS,1983,1.073
CUB,ECCS,1983,0.25
CYP,ECCS,1983,-0.808
DNK,ECCS,1983,1.067
DJI,ECCS,1983,0.383
DMA,ECCS,1983,0.712
DOM,ECCS,1983,0.692
ECU,ECCS,1983,0.842
EGY,ECCS,1983,-1.09
SLV,ECCS,1983,0.833
GNQ,ECCS,1983,0.152
SWZ,ECCS,1983,1.008
FRO,ECCS,1983,-0.317
FJI,ECCS,1983,-0.035
FIN,ECCS,1983,0.955
FRA,ECCS,1983,0.712
PYF,ECCS,1983,0.192
GAB,ECCS,1983,0.196
GMB,ECCS,1983,1.236
DEU,ECCS,1983,1.071
GHA,ECCS,1983,0.746
GIB,ECCS,1983,0.329
GRC,ECCS,1983,-0.494
GRL,ECCS,1983,-2.421
GRD,ECCS,1983,0.38
GLP,ECCS,1983,0.678
GTM,ECCS,1983,0.79
GUF,ECCS,1983,0.741
GIN,ECCS,1983,0.699
GNB,ECCS,1983,1.055
GUY,ECCS,1983,0.386
HTI,ECCS,1983,0.693
VAT,ECCS,1983,0.189
HND,ECCS,1983,0.675
HUN,ECCS,1983,0.993
ISL,ECCS,1983,-0.935
IND,ECCS,1983,-0.136
IDN,ECCS,1983,0.348
IRN,ECCS,1983,-0.145
IRQ,ECCS,1983,-0.814
IRL,ECCS,1983,0.388
IMN,ECCS,1983,0.37
ISR,ECCS,1983,-1.089
ITA,ECCS,1983,0.365
JAM,ECCS,1983,0.769
JPN,ECCS,1983,0.108
JOR,ECCS,1983,-1.116
KEN,ECCS,1983,0.595
KIR,ECCS,1983,0.17
PRK,ECCS,1983,0.592
