ISO3,CTSCode,Year,Measurements
LKA,ECCS,1991,0.481
KNA,ECCS,1991,0.648
LCA,ECCS,1991,0.49
VCT,ECCS,1991,0.321
SUR,ECCS,1991,0.502
SJM,ECCS,1991,1.315
SWE,ECCS,1991,1.028
CHE,ECCS,1991,0.339
SYR,ECCS,1991,0.492
TWN,ECCS,1991,0.585
TZA,ECCS,1991,0.248
THA,ECCS,1991,0.588
TGO,ECCS,1991,0.363
TKL,ECCS,1991,0.921
TON,ECCS,1991,0.335
TTO,ECCS,1991,0.219
TUN,ECCS,1991,0.012
TUV,ECCS,1991,0.512
UGA,ECCS,1991,0.31
ARE,ECCS,1991,-0.253
GBR,ECCS,1991,0.199
USA,ECCS,1991,0.531
VIR,ECCS,1991,0.534
URY,ECCS,1991,0.313
VUT,ECCS,1991,-0.102
VEN,ECCS,1991,0.387
VNM,ECCS,1991,0.528
WLF,ECCS,1991,0.152
PSE,ECCS,1991,0.369
ESH,ECCS,1991,0.578
ZMB,ECCS,1991,0.02
ZWE,ECCS,1991,0.329
AFG,ECCS,1992,-0.262
ALB,ECCS,1992,0.087
DZA,ECCS,1992,-0.232
ASM,ECCS,1992,0.363
AND,ECCS,1992,0.357
AGO,ECCS,1992,0.341
AIA,ECCS,1992,0.51
ATG,ECCS,1992,0.591
ARG,ECCS,1992,-0.326
ARM,ECCS,1992,-1.281
ABW,ECCS,1992,0.58
AUS,ECCS,1992,0.238
AUT,ECCS,1992,1.243
AZE,ECCS,1992,-0.812
BHS,ECCS,1992,0.218
BHR,ECCS,1992,-0.601
BGD,ECCS,1992,-0.011
BRB,ECCS,1992,0.455
BLR,ECCS,1992,1.284
BLZ,ECCS,1992,0.525
BEN,ECCS,1992,0.067
BTN,ECCS,1992,-0.255
BOL,ECCS,1992,0.128
BIH,ECCS,1992,0.682
BWA,ECCS,1992,1.032
BRA,ECCS,1992,0.391
VGB,ECCS,1992,0.428
BRN,ECCS,1992,0.313
BGR,ECCS,1992,0.138
BFA,ECCS,1992,-0.011
BDI,ECCS,1992,0.024
CPV,ECCS,1992,0.668
KHM,ECCS,1992,0.42
CMR,ECCS,1992,-0.308
CAN,ECCS,1992,0.114
CYM,ECCS,1992,0.402
CAF,ECCS,1992,-0.583
TCD,ECCS,1992,-0.4
CHL,ECCS,1992,-0.141
HKG,ECCS,1992,-0.201
MAC,ECCS,1992,-0.201
CHN,ECCS,1992,0.124
COL,ECCS,1992,0.69
COM,ECCS,1992,0.053
COD,ECCS,1992,-0.154
COG,ECCS,1992,-0.243
COK,ECCS,1992,0.703
CRI,ECCS,1992,0.488
HRV,ECCS,1992,0.834
CUB,ECCS,1992,0.51
CYP,ECCS,1992,-0.951
DNK,ECCS,1992,1.457
DJI,ECCS,1992,0.438
DMA,ECCS,1992,0.591
DOM,ECCS,1992,0.173
ECU,ECCS,1992,0.71
EGY,ECCS,1992,-0.644
SLV,ECCS,1992,0.649
GNQ,ECCS,1992,-0.176
EST,ECCS,1992,1.6
SWZ,ECCS,1992,1.212
FRO,ECCS,1992,0.661
FJI,ECCS,1992,0.012
FIN,ECCS,1992,1.164
FRA,ECCS,1992,0.657
PYF,ECCS,1992,0.217
GAB,ECCS,1992,-0.184
GMB,ECCS,1992,0.824
GEO,ECCS,1992,-1.161
DEU,ECCS,1992,1.232
GHA,ECCS,1992,0.187
GIB,ECCS,1992,0.182
GRC,ECCS,1992,-0.54
GRL,ECCS,1992,-1.356
GRD,ECCS,1992,0.351
GLP,ECCS,1992,0.55
GTM,ECCS,1992,0.552
GUF,ECCS,1992,0.579
GIN,ECCS,1992,0.382
GNB,ECCS,1992,0.683
GUY,ECCS,1992,0.142
HTI,ECCS,1992,0.456
VAT,ECCS,1992,0.467
HND,ECCS,1992,0.492
HUN,ECCS,1992,0.932
ISL,ECCS,1992,0.134
IND,ECCS,1992,0.013
IDN,ECCS,1992,0.203
IRN,ECCS,1992,-0.834
IRQ,ECCS,1992,-1.192
IRL,ECCS,1992,0.43
IMN,ECCS,1992,0.446
ISR,ECCS,1992,-1.046
ITA,ECCS,1992,0.534
JAM,ECCS,1992,0.846
JPN,ECCS,1992,0.331
JOR,ECCS,1992,-1.126
KAZ,ECCS,1992,0.282
KEN,ECCS,1992,0.489
KIR,ECCS,1992,0.22
PRK,ECCS,1992,0.759
KOR,ECCS,1992,0.637
KWT,ECCS,1992,-0.564
KGZ,ECCS,1992,0.076
LAO,ECCS,1992,0.133
LVA,ECCS,1992,1.58
LBN,ECCS,1992,-1.03
LSO,ECCS,1992,0.946
LBR,ECCS,1992,0.233
LBY,ECCS,1992,-0.462
LIE,ECCS,1992,1.095
LTU,ECCS,1992,1.49
MDG,ECCS,1992,0.341
MWI,ECCS,1992,0.848
MYS,ECCS,1992,0.267
MDV,ECCS,1992,0.033
MLI,ECCS,1992,0.214
MLT,ECCS,1992,0.343
MHL,ECCS,1992,0.05
MTQ,ECCS,1992,0.56
MRT,ECCS,1992,0.629
MUS,ECCS,1992,-0.138
MYT,ECCS,1992,0.116
MEX,ECCS,1992,0.046
FSM,ECCS,1992,0.214
MDA,ECCS,1992,0.478
MCO,ECCS,1992,0.703
MNG,ECCS,1992,0.819
MSR,ECCS,1992,0.591
MAR,ECCS,1992,0.205
MOZ,ECCS,1992,0.833
MMR,ECCS,1992,0.073
NRU,ECCS,1992,-0.668
NPL,ECCS,1992,-0.106
NLD,ECCS,1992,1.195
NCL,ECCS,1992,0.27
NZL,ECCS,1992,-0.7
NIC,ECCS,1992,0.43
NER,ECCS,1992,-0.297
NGA,ECCS,1992,-0.067
NIU,ECCS,1992,0.336
NFK,ECCS,1992,-0.143
MKD,ECCS,1992,0.025
NOR,ECCS,1992,1.124
OMN,ECCS,1992,-0.447
PAK,ECCS,1992,-0.496
PLW,ECCS,1992,0.022
PAN,ECCS,1992,0.375
PNG,ECCS,1992,0.374
PRY,ECCS,1992,-0.319
PER,ECCS,1992,0.9
PHL,ECCS,1992,0.388
PCN,ECCS,1992,-0.557
POL,ECCS,1992,1.162
PRT,ECCS,1992,0.372
PRI,ECCS,1992,0.381
QAT,ECCS,1992,-0.518
ROU,ECCS,1992,0.391
RUS,ECCS,1992,0.363
RWA,ECCS,1992,0.024
SPM,ECCS,1992,-1.248
WSM,ECCS,1992,0.313
SMR,ECCS,1992,0.498
STP,ECCS,1992,0.018
SAU,ECCS,1992,-0.989
SEN,ECCS,1992,0.84
SYC,ECCS,1992,0.02
SLE,ECCS,1992,0.184
SGP,ECCS,1992,-0.108
SVN,ECCS,1992,1.156
SLB,ECCS,1992,-0.166
SOM,ECCS,1992,0.846
ZAF,ECCS,1992,0.769
ESP,ECCS,1992,0.281
LKA,ECCS,1992,0.182
KNA,ECCS,1992,0.591
LCA,ECCS,1992,0.457
VCT,ECCS,1992,0.355
SUR,ECCS,1992,0.702
SJM,ECCS,1992,0.956
SWE,ECCS,1992,1.377
CHE,ECCS,1992,0.983
SYR,ECCS,1992,-1.113
TWN,ECCS,1992,-0.184
TJK,ECCS,1992,-0.27
TZA,ECCS,1992,0.253
THA,ECCS,1992,0.29
TGO,ECCS,1992,0.172
TON,ECCS,1992,0.214
TTO,ECCS,1992,0.253
TUN,ECCS,1992,0.063
TKM,ECCS,1992,-0.059
TUV,ECCS,1992,0.199
UGA,ECCS,1992,0.366
UKR,ECCS,1992,0.477
ARE,ECCS,1992,-0.673
GBR,ECCS,1992,0.509
USA,ECCS,1992,0.399
VIR,ECCS,1992,0.42
URY,ECCS,1992,0.153
UZB,ECCS,1992,0.124
VUT,ECCS,1992,-0.108
VEN,ECCS,1992,0.421
VNM,ECCS,1992,0.013
WLF,ECCS,1992,-0.092
PSE,ECCS,1992,-1.055
ESH,ECCS,1992,0.532
ZMB,ECCS,1992,0.686
ZWE,ECCS,1992,1.107
AFG,ECCS,1993,0.175
ALB,ECCS,1993,0.068
DZA,ECCS,1993,0.643
ASM,ECCS,1993,-0.041
AND,ECCS,1993,0.167
AGO,ECCS,1993,0.242
AIA,ECCS,1993,0.609
ATG,ECCS,1993,0.701
ARG,ECCS,1993,0.004
ARM,ECCS,1993,-0.931
AUS,ECCS,1993,0.432
AUT,ECCS,1993,0.522
AZE,ECCS,1993,-0.99
BHS,ECCS,1993,0.319
BHR,ECCS,1993,0.065
BGD,ECCS,1993,-0.313
BRB,ECCS,1993,0.532
BLR,ECCS,1993,0.033
BLZ,ECCS,1993,0.64
BEN,ECCS,1993,0.606
BTN,ECCS,1993,-0.311
BOL,ECCS,1993,0.429
BIH,ECCS,1993,0.276
BWA,ECCS,1993,0.737
BRA,ECCS,1993,0.455
VGB,ECCS,1993,0.517
BRN,ECCS,1993,0.156
BGR,ECCS,1993,-0.334
BFA,ECCS,1993,0.711
CPV,ECCS,1993,0.288
KHM,ECCS,1993,0.29
CMR,ECCS,1993,0.301
CAN,ECCS,1993,0.357
CYM,ECCS,1993,0.735
CAF,ECCS,1993,0.226
TCD,ECCS,1993,0.189
CHL,ECCS,1993,0.189
HKG,ECCS,1993,0.33
MAC,ECCS,1993,0.33
CHN,ECCS,1993,0.273
COL,ECCS,1993,0.344
COM,ECCS,1993,0.166
COD,ECCS,1993,0.149
COG,ECCS,1993,0.082
COK,ECCS,1993,0.496
CRI,ECCS,1993,0.395
HRV,ECCS,1993,0.405
CUB,ECCS,1993,0.515
CYP,ECCS,1993,-0.443
CZE,ECCS,1993,0.287
DNK,ECCS,1993,0.234
DJI,ECCS,1993,0.3
DMA,ECCS,1993,0.7
DOM,ECCS,1993,0.379
ECU,ECCS,1993,0.436
EGY,ECCS,1993,-0.021
SLV,ECCS,1993,0.419
GNQ,ECCS,1993,0.089
EST,ECCS,1993,0.555
SWZ,ECCS,1993,0.794
ETH,ECCS,1993,0.235
FRO,ECCS,1993,0.081
FJI,ECCS,1993,-0.377
FIN,ECCS,1993,0.938
FRA,ECCS,1993,0.33
PYF,ECCS,1993,-0.011
GAB,ECCS,1993,0.191
GMB,ECCS,1993,1.017
GEO,ECCS,1993,-1.225
DEU,ECCS,1993,0.314
GHA,ECCS,1993,0.495
GIB,ECCS,1993,-0.104
GRC,ECCS,1993,-0.33
GRL,ECCS,1993,-1.522
GRD,ECCS,1993,0.468
GLP,ECCS,1993,0.655
GTM,ECCS,1993,0.473
GUF,ECCS,1993,0.57
GIN,ECCS,1993,0.748
GNB,ECCS,1993,0.872
GUY,ECCS,1993,0.078
HTI,ECCS,1993,0.198
VAT,ECCS,1993,0.417
HND,ECCS,1993,0.239
HUN,ECCS,1993,0.089
ISL,ECCS,1993,0.126
IND,ECCS,1993,0.199
IDN,ECCS,1993,0.204
IRN,ECCS,1993,-0.084
IRQ,ECCS,1993,-0.476
IRL,ECCS,1993,0.047
IMN,ECCS,1993,-0.053
ISR,ECCS,1993,-0.376
ITA,ECCS,1993,0.517
JAM,ECCS,1993,0.433
JPN,ECCS,1993,0.011
JOR,ECCS,1993,-0.519
KAZ,ECCS,1993,-0.375
KEN,ECCS,1993,0.1
KIR,ECCS,1993,-0.077
PRK,ECCS,1993,0.559
KOR,ECCS,1993,0.054
KWT,ECCS,1993,-0.108
KGZ,ECCS,1993,-0.08
LAO,ECCS,1993,0.215
LVA,ECCS,1993,0.394
LBN,ECCS,1993,-0.446
LSO,ECCS,1993,0.995
LBR,ECCS,1993,0.487
LBY,ECCS,1993,0.286
LIE,ECCS,1993,0.643
LTU,ECCS,1993,0.301
MDG,ECCS,1993,0.099
MWI,ECCS,1993,0.177
MYS,ECCS,1993,0.104
MDV,ECCS,1993,0.179
MLI,ECCS,1993,1.043
MLT,ECCS,1993,0.698
MHL,ECCS,1993,-0.129
MTQ,ECCS,1993,0.673
MRT,ECCS,1993,0.755
MUS,ECCS,1993,-0.115
MYT,ECCS,1993,0.233
MEX,ECCS,1993,0.292
FSM,ECCS,1993,-0.1
MDA,ECCS,1993,-0.659
MCO,ECCS,1993,0.548
MNG,ECCS,1993,0.458
MSR,ECCS,1993,0.701
MAR,ECCS,1993,0.227
MOZ,ECCS,1993,0.402
MMR,ECCS,1993,0.101
NPL,ECCS,1993,-0.203
NLD,ECCS,1993,0.26
NCL,ECCS,1993,0.021
NZL,ECCS,1993,-0.417
NIC,ECCS,1993,0.414
NER,ECCS,1993,0.396
NGA,ECCS,1993,0.565
NFK,ECCS,1993,-0.107
MKD,ECCS,1993,-0.001
NOR,ECCS,1993,0.7
OMN,ECCS,1993,0.381
PAK,ECCS,1993,0.323
PLW,ECCS,1993,-0.036
PAN,ECCS,1993,0.452
PNG,ECCS,1993,0.204
PRY,ECCS,1993,0.276
PER,ECCS,1993,0.561
PHL,ECCS,1993,0.364
PCN,ECCS,1993,-0.736
POL,ECCS,1993,0.081
PRT,ECCS,1993,-0.25
PRI,ECCS,1993,0.489
QAT,ECCS,1993,0.051
ROU,ECCS,1993,-0.402
RUS,ECCS,1993,0.953
SPM,ECCS,1993,-0.988
WSM,ECCS,1993,-0.137
SMR,ECCS,1993,0.476
STP,ECCS,1993,0.461
SAU,ECCS,1993,-0.218
SEN,ECCS,1993,1.079
SYC,ECCS,1993,0.081
SLE,ECCS,1993,0.492
SGP,ECCS,1993,-0.105
SVK,ECCS,1993,0.055
SVN,ECCS,1993,0.562
SLB,ECCS,1993,-0.181
SOM,ECCS,1993,0.289
ZAF,ECCS,1993,0.82
ESP,ECCS,1993,-0.082
LKA,ECCS,1993,0.188
KNA,ECCS,1993,0.701
LCA,ECCS,1993,0.564
VCT,ECCS,1993,0.461
SUR,ECCS,1993,0.524
SJM,ECCS,1993,0.011
SWE,ECCS,1993,0.811
CHE,ECCS,1993,0.581
SYR,ECCS,1993,-0.561
TWN,ECCS,1993,0.235
TJK,ECCS,1993,-0.159
TZA,ECCS,1993,-0.03
THA,ECCS,1993,0.224
TLS,ECCS,1993,0.232
TGO,ECCS,1993,0.557
TON,ECCS,1993,-0.116
TTO,ECCS,1993,0.566
TUN,ECCS,1993,0.734
TKM,ECCS,1993,-0.144
TUV,ECCS,1993,0.017
UGA,ECCS,1993,0.316
UKR,ECCS,1993,-0.725
ARE,ECCS,1993,-0.005
GBR,ECCS,1993,-0.026
USA,ECCS,1993,0.011
VIR,ECCS,1993,0.511
URY,ECCS,1993,0.277
UZB,ECCS,1993,-0.209
VUT,ECCS,1993,-0.447
VEN,ECCS,1993,0.472
VNM,ECCS,1993,0.245
WLF,ECCS,1993,-0.314
PSE,ECCS,1993,-0.376
ESH,ECCS,1993,0.329
ZMB,ECCS,1993,-0.052
ZWE,ECCS,1993,0.441
AFG,ECCS,1994,0.461
ALB,ECCS,1994,1.314
DZA,ECCS,1994,0.828
ASM,ECCS,1994,0.236
AND,ECCS,1994,1.512
AGO,ECCS,1994,0.5
AIA,ECCS,1994,0.671
ATG,ECCS,1994,0.686
ARG,ECCS,1994,0.419
ARM,ECCS,1994,0.488
ABW,ECCS,1994,0.413
AUS,ECCS,1994,0.171
AUT,ECCS,1994,1.953
AZE,ECCS,1994,0.115
BHS,ECCS,1994,0.74
BHR,ECCS,1994,0.931
BGD,ECCS,1994,0.327
BRB,ECCS,1994,0.535
BLR,ECCS,1994,1.147
BLZ,ECCS,1994,0.955
BEN,ECCS,1994,0.514
BTN,ECCS,1994,0.238
BOL,ECCS,1994,0.906
BIH,ECCS,1994,1.707
BWA,ECCS,1994,0.061
BRA,ECCS,1994,0.605
VGB,ECCS,1994,0.655
BRN,ECCS,1994,0.356
BGR,ECCS,1994,1.577
BFA,ECCS,1994,0.306
CPV,ECCS,1994,0.222
KHM,ECCS,1994,0.355
CMR,ECCS,1994,0.356
CAN,ECCS,1994,0.48
CYM,ECCS,1994,1.127
CAF,ECCS,1994,0.468
TCD,ECCS,1994,0.319
CHL,ECCS,1994,0.168
HKG,ECCS,1994,0.396
MAC,ECCS,1994,0.396
CHN,ECCS,1994,0.725
COL,ECCS,1994,0.345
COM,ECCS,1994,0.527
COD,ECCS,1994,0.328
COG,ECCS,1994,0.368
COK,ECCS,1994,0.577
CRI,ECCS,1994,0.329
HRV,ECCS,1994,1.717
CUB,ECCS,1994,0.884
CYP,ECCS,1994,1.062
CZE,ECCS,1994,1.797
DNK,ECCS,1994,0.973
DJI,ECCS,1994,0.258
DMA,ECCS,1994,0.686
DOM,ECCS,1994,0.595
ECU,ECCS,1994,0.267
EGY,ECCS,1994,0.601
SLV,ECCS,1994,0.768
GNQ,ECCS,1994,0.302
EST,ECCS,1994,0.355
SWZ,ECCS,1994,0.044
ETH,ECCS,1994,0.567
FRO,ECCS,1994,-0.028
FJI,ECCS,1994,-0.201
FIN,ECCS,1994,0.145
FRA,ECCS,1994,1.555
PYF,ECCS,1994,0.392
GAB,ECCS,1994,0.232
GMB,ECCS,1994,0.783
GEO,ECCS,1994,0.435
DEU,ECCS,1994,1.628
GHA,ECCS,1994,0.514
GIB,ECCS,1994,0.744
GRC,ECCS,1994,1.066
GRL,ECCS,1994,-0.575
GRD,ECCS,1994,0.466
GLP,ECCS,1994,0.678
GTM,ECCS,1994,0.741
GUF,ECCS,1994,0.548
GIN,ECCS,1994,0.506
GNB,ECCS,1994,0.728
GUY,ECCS,1994,0.35
HTI,ECCS,1994,0.855
VAT,ECCS,1994,1.414
HND,ECCS,1994,0.825
HUN,ECCS,1994,1.767
ISL,ECCS,1994,-0.196
IND,ECCS,1994,0.084
IDN,ECCS,1994,0.312
IRN,ECCS,1994,0.744
IRQ,ECCS,1994,1.006
IRL,ECCS,1994,0.266
IMN,ECCS,1994,0.254
ISR,ECCS,1994,0.795
ITA,ECCS,1994,1.513
JAM,ECCS,1994,0.923
JPN,ECCS,1994,0.958
JOR,ECCS,1994,0.934
KAZ,ECCS,1994,-0.051
KEN,ECCS,1994,0.55
KIR,ECCS,1994,0.207
PRK,ECCS,1994,1.344
KOR,ECCS,1994,1.259
KWT,ECCS,1994,0.982
KGZ,ECCS,1994,0.298
LAO,ECCS,1994,0.296
LVA,ECCS,1994,0.68
LBN,ECCS,1994,1.05
LSO,ECCS,1994,0.065
LBR,ECCS,1994,0.453
LBY,ECCS,1994,0.488
LIE,ECCS,1994,1.937
LTU,ECCS,1994,0.951
MDG,ECCS,1994,0.241
MWI,ECCS,1994,0.295
MYS,ECCS,1994,0.25
MDV,ECCS,1994,0.379
MLI,ECCS,1994,0.223
MLT,ECCS,1994,1.487
MHL,ECCS,1994,0.041
MTQ,ECCS,1994,0.657
MRT,ECCS,1994,0.483
MUS,ECCS,1994,0.265
MYT,ECCS,1994,0.533
MEX,ECCS,1994,0.67
FSM,ECCS,1994,0.099
MDA,ECCS,1994,1.648
MCO,ECCS,1994,1.393
MNG,ECCS,1994,1.328
MSR,ECCS,1994,0.686
MAR,ECCS,1994,1.079
MOZ,ECCS,1994,0.209
MMR,ECCS,1994,0.456
NPL,ECCS,1994,0.121
NLD,ECCS,1994,1.378
NCL,ECCS,1994,-0.042
NZL,ECCS,1994,-0.118
NIC,ECCS,1994,0.623
NER,ECCS,1994,0.309
NGA,ECCS,1994,0.498
NFK,ECCS,1994,-0.161
MKD,ECCS,1994,1.458
NOR,ECCS,1994,0.066
OMN,ECCS,1994,0.263
PAK,ECCS,1994,0.075
PLW,ECCS,1994,0.186
PAN,ECCS,1994,0.379
PNG,ECCS,1994,0.211
PRY,ECCS,1994,0.972
PER,ECCS,1994,0.545
PHL,ECCS,1994,0.432
PCN,ECCS,1994,-0.375
POL,ECCS,1994,1.385
PRT,ECCS,1994,0.619
PRI,ECCS,1994,0.64
QAT,ECCS,1994,0.693
ROU,ECCS,1994,1.746
RUS,ECCS,1994,0.573
SPM,ECCS,1994,-0.23
WSM,ECCS,1994,0.269
SMR,ECCS,1994,1.499
STP,ECCS,1994,0.375
SAU,ECCS,1994,0.641
SEN,ECCS,1994,0.607
SYC,ECCS,1994,0.368
SLE,ECCS,1994,0.418
SGP,ECCS,1994,0.358
SVK,ECCS,1994,1.711
SVN,ECCS,1994,1.868
SLB,ECCS,1994,0.088
SOM,ECCS,1994,0.616
ZAF,ECCS,1994,0.207
ESP,ECCS,1994,1.003
LKA,ECCS,1994,0.259
KNA,ECCS,1994,0.686
LCA,ECCS,1994,0.557
VCT,ECCS,1994,0.465
SUR,ECCS,1994,0.663
SJM,ECCS,1994,0.058
SWE,ECCS,1994,0.198
CHE,ECCS,1994,1.877
SYR,ECCS,1994,1.29
TWN,ECCS,1994,0.258
TJK,ECCS,1994,0.445
TZA,ECCS,1994,0.361
THA,ECCS,1994,0.265
TGO,ECCS,1994,0.548
TON,ECCS,1994,0.154
TTO,ECCS,1994,0.447
TUN,ECCS,1994,1.404
TKM,ECCS,1994,0.299
UGA,ECCS,1994,0.346
UKR,ECCS,1994,1.161
ARE,ECCS,1994,0.392
GBR,ECCS,1994,0.402
USA,ECCS,1994,0.472
VIR,ECCS,1994,0.655
URY,ECCS,1994,0.44
UZB,ECCS,1994,-0.02
VUT,ECCS,1994,-0.172
VEN,ECCS,1994,0.288
VNM,ECCS,1994,0.282
WLF,ECCS,1994,-0.148
PSE,ECCS,1994,0.797
ESH,ECCS,1994,0.99
ZMB,ECCS,1994,0.253
ZWE,ECCS,1994,0.102
AFG,ECCS,1995,0.405
ALB,ECCS,1995,-0.187
DZA,ECCS,1995,0.689
ASM,ECCS,1995,0.788
AND,ECCS,1995,1.283
AGO,ECCS,1995,0.783
AIA,ECCS,1995,0.785
ATG,ECCS,1995,0.858
ARG,ECCS,1995,0.2
ARM,ECCS,1995,0.701
ABW,ECCS,1995,0.691
AUS,ECCS,1995,0.351
AUT,ECCS,1995,0.936
AZE,ECCS,1995,1.022
BHS,ECCS,1995,0.663
BHR,ECCS,1995,0.179
BGD,ECCS,1995,0.313
BRB,ECCS,1995,0.665
BLR,ECCS,1995,1.507
BLZ,ECCS,1995,0.955
BEN,ECCS,1995,0.491
BTN,ECCS,1995,0.404
BOL,ECCS,1995,0.785
BIH,ECCS,1995,0.298
BWA,ECCS,1995,1.476
BRA,ECCS,1995,0.787
VGB,ECCS,1995,0.712
BRN,ECCS,1995,0.388
BGR,ECCS,1995,0.213
BFA,ECCS,1995,0.399
CPV,ECCS,1995,1.255
KHM,ECCS,1995,0.572
CMR,ECCS,1995,0.369
CAN,ECCS,1995,0.95
CYM,ECCS,1995,0.901
CAF,ECCS,1995,0.033
TCD,ECCS,1995,0.121
CHL,ECCS,1995,-0.097
HKG,ECCS,1995,0.03
MAC,ECCS,1995,0.03
CHN,ECCS,1995,0.57
COL,ECCS,1995,0.645
COM,ECCS,1995,0.409
COD,ECCS,1995,0.44
COG,ECCS,1995,0.651
COK,ECCS,1995,0.821
CRI,ECCS,1995,0.398
HRV,ECCS,1995,0.43
CUB,ECCS,1995,0.93
CYP,ECCS,1995,0.08
CZE,ECCS,1995,1.035
DNK,ECCS,1995,1.312
DJI,ECCS,1995,0.62
DMA,ECCS,1995,0.858
DOM,ECCS,1995,0.773
ECU,ECCS,1995,0.591
EGY,ECCS,1995,0.136
SLV,ECCS,1995,0.726
GNQ,ECCS,1995,0.951
EST,ECCS,1995,1.738
SWZ,ECCS,1995,0.659
ETH,ECCS,1995,0.752
FRO,ECCS,1995,-0.173
FJI,ECCS,1995,0.305
FIN,ECCS,1995,1.699
FRA,ECCS,1995,1.334
PYF,ECCS,1995,0.426
GAB,ECCS,1995,0.729
GMB,ECCS,1995,0.849
GEO,ECCS,1995,0.726
DEU,ECCS,1995,1.311
GHA,ECCS,1995,0.773
GIB,ECCS,1995,1.269
GRC,ECCS,1995,-0.041
GRL,ECCS,1995,-0.431
GRD,ECCS,1995,0.791
GLP,ECCS,1995,0.822
GTM,ECCS,1995,0.762
GUF,ECCS,1995,0.929
GIN,ECCS,1995,0.506
GNB,ECCS,1995,0.767
GUY,ECCS,1995,0.863
HTI,ECCS,1995,0.795
VAT,ECCS,1995,0.127
HND,ECCS,1995,0.903
HUN,ECCS,1995,0.655
ISL,ECCS,1995,-0.428
IND,ECCS,1995,0.207
IDN,ECCS,1995,0.342
IRN,ECCS,1995,0.677
IRQ,ECCS,1995,0.383
IRL,ECCS,1995,1.182
IMN,ECCS,1995,1.148
ISR,ECCS,1995,-0.151
ITA,ECCS,1995,0.424
JAM,ECCS,1995,0.896
JPN,ECCS,1995,0.341
JOR,ECCS,1995,-0.055
KAZ,ECCS,1995,2.025
KEN,ECCS,1995,0.423
KIR,ECCS,1995,0.574
PRK,ECCS,1995,0.683
KOR,ECCS,1995,0.424
KWT,ECCS,1995,0.212
KGZ,ECCS,1995,0.467
LAO,ECCS,1995,0.507
LVA,ECCS,1995,1.617
LBN,ECCS,1995,0.055
LSO,ECCS,1995,0.698
LBR,ECCS,1995,0.541
LBY,ECCS,1995,0.384
LIE,ECCS,1995,0.918
LTU,ECCS,1995,1.52
MDG,ECCS,1995,0.254
MWI,ECCS,1995,0.803
MYS,ECCS,1995,0.371
MDV,ECCS,1995,0.67
MLI,ECCS,1995,0.6
MLT,ECCS,1995,0.536
MHL,ECCS,1995,-0.166
MTQ,ECCS,1995,0.807
MRT,ECCS,1995,1.022
MUS,ECCS,1995,0.145
MYT,ECCS,1995,0.358
MEX,ECCS,1995,0.768
FSM,ECCS,1995,0.341
MDA,ECCS,1995,0.626
MCO,ECCS,1995,0.772
MNG,ECCS,1995,1.263
MSR,ECCS,1995,0.858
MAR,ECCS,1995,1.236
MOZ,ECCS,1995,0.63
MMR,ECCS,1995,0.574
NPL,ECCS,1995,0.233
NLD,ECCS,1995,1.556
NCL,ECCS,1995,0.807
NZL,ECCS,1995,0.055
NIC,ECCS,1995,0.803
NER,ECCS,1995,0.433
NGA,ECCS,1995,0.453
NFK,ECCS,1995,0.463
MKD,ECCS,1995,-0.068
NOR,ECCS,1995,0.944
OMN,ECCS,1995,0.111
PAK,ECCS,1995,-0.198
PLW,ECCS,1995,0.23
PAN,ECCS,1995,0.343
PNG,ECCS,1995,0.471
PRY,ECCS,1995,0.661
PER,ECCS,1995,0.794
PHL,ECCS,1995,0.447
PCN,ECCS,1995,-0.218
POL,ECCS,1995,1.125
PRT,ECCS,1995,1.598
PRI,ECCS,1995,0.726
QAT,ECCS,1995,0.102
ROU,ECCS,1995,0.439
RUS,ECCS,1995,2.101
SPM,ECCS,1995,-0.207
WSM,ECCS,1995,0.705
SMR,ECCS,1995,0.283
STP,ECCS,1995,0.944
SAU,ECCS,1995,0.178
SEN,ECCS,1995,0.916
SYC,ECCS,1995,0.299
SLE,ECCS,1995,0.403
SGP,ECCS,1995,0.267
SVK,ECCS,1995,0.711
SVN,ECCS,1995,0.803
SLB,ECCS,1995,0.652
SOM,ECCS,1995,0.565
ZAF,ECCS,1995,0.643
ESP,ECCS,1995,1.396
LKA,ECCS,1995,0.542
KNA,ECCS,1995,0.858
LCA,ECCS,1995,0.764
VCT,ECCS,1995,0.789
SUR,ECCS,1995,1.247
SJM,ECCS,1995,0.47
SWE,ECCS,1995,1.264
CHE,ECCS,1995,1.022
SYR,ECCS,1995,0.176
TWN,ECCS,1995,0.057
TJK,ECCS,1995,0.372
TZA,ECCS,1995,0.293
THA,ECCS,1995,0.584
TLS,ECCS,1995,0.044
TGO,ECCS,1995,0.611
TON,ECCS,1995,0.528
TTO,ECCS,1995,0.823
TUN,ECCS,1995,0.728
TKM,ECCS,1995,1.417
TUV,ECCS,1995,0.422
UGA,ECCS,1995,0.49
UKR,ECCS,1995,0.957
ARE,ECCS,1995,-0.194
GBR,ECCS,1995,1.111
USA,ECCS,1995,0.641
VIR,ECCS,1995,0.713
URY,ECCS,1995,0.3
UZB,ECCS,1995,1.398
VUT,ECCS,1995,0.241
VEN,ECCS,1995,0.71
VNM,ECCS,1995,0.293
WLF,ECCS,1995,0.424
PSE,ECCS,1995,-0.164
ESH,ECCS,1995,1.437
ZMB,ECCS,1995,0.644
ZWE,ECCS,1995,0.829
AFG,ECCS,1996,-0.119
